sexo;idade;uf;situacao_funcional;pmt_valor;margem_saldo;conceder
MASCULINO;64;SP;APOSENTADO;5734.69;9297.13;0
MASCULINO;38;RS;ATIVO PERMANENTE;924.64;4481.94;0
FEMININO;48;MG;ATIVO PERMANENTE;896.16;3399.60;0
FEMININO;78;PA;APOSENTADO;216.08;6482.40;0
FEMININO;62;SP;APOSENTADO;2935.67;7716.25;0
FEMININO;77;SP;APOSENTADO;1518.59;2940.05;0
FEMININO;38;BA;ATIVO PERMANENTE;358.90;10767.48;0
MASCULINO;79;MA;APOSENTADO;3316.36;34161.81;0
FEMININO;40;GO;ATIVO PERMANENTE;1632.02;22720.85;0
FEMININO;57;RJ;APOSENTADO;4235.78;20794.85;0
FEMININO;52;RJ;APOSENTADO;447.39;2580.97;0
FEMININO;63;SP;APOSENTADO;40.00;8852.34;0
FEMININO;81;MA;APOSENTADO;6583.88;11194.91;0
MASCULINO;38;RS;CELETISTA EMPREGADO;420.54;768.96;0
FEMININO;79;ND;APOSENTADO;5140.98;7517.76;0
FEMININO;54;DF;ATIVO PERMANENTE;1736.08;13761.24;0
MASCULINO;40;RS;CELETISTA EMPREGADO;534.76;763.06;0
MASCULINO;32;PA;ATIVO PERMANENTE;424.83;822.55;0
FEMININO;71;RJ;BENEFICIARIO PENSAO;135.08;1404.06;0
FEMININO;81;MA;APOSENTADO;248.66;6144.54;0
FEMININO;79;PA;APOSENTADO;4700.80;10271.35;0
FEMININO;28;RO;ATIVO PERMANENTE;1950.84;3713.61;0
FEMININO;55;RJ;BENEFICIARIO PENSAO;1211.62;2869.04;0
FEMININO;37;MT;ATIVO PERMANENTE;878.93;1714.71;0
MASCULINO;39;RS;ATIVO PERMANENTE;1121.37;5521.47;0
MASCULINO;38;CE;CELETISTA EMPREGADO;286.85;2383.60;0
MASCULINO;37;CE;ATIVO PERMANENTE;1761.13;23406.42;0
FEMININO;39;RS;ATIVO PERMANENTE;37.07;1112.12;0
MASCULINO;38;RS;ATIVO PERMANENTE;805.56;7147.62;0
FEMININO;41;RS;ATIVO PERMANENTE;51.40;1542.16;0
MASCULINO;52;RJ;CEDIDO SUS LEI 8270;405.71;4979.57;0
MASCULINO;38;CE;ATIVO PERMANENTE;106.60;2703.90;0
FEMININO;37;CE;ATIVO PERMANENTE;24.46;954.31;0
MASCULINO;39;RS;ATIVO PERMANENTE;382.89;11486.70;0
FEMININO;64;SP;BENEFICIARIO PENSAO;5131.78;7185.20;0
MASCULINO;77;MA;APOSENTADO;522.84;3710.82;0
FEMININO;77;MG;APOSENTADO;1876.23;3289.08;0
MASCULINO;51;RJ;ATIVO PERMANENTE;247.54;16174.26;0
FEMININO;37;GO;ATIVO PERMANENTE;2750.26;25119.51;0
FEMININO;52;RJ;CEDIDO SUS LEI 8270;2032.94;11464.98;0
MASCULINO;36;DF;ATIVO PERMANENTE;908.44;14803.94;0
FEMININO;48;MG;ATIVO PERMANENTE;2265.98;15907.78;0
FEMININO;63;SP;APOSENTADO;137.09;1229.89;0
FEMININO;63;PR;BENEFICIARIO PENSAO;20.00;2536.98;0
MASCULINO;81;RJ;APOSENTADO;724.34;1775.52;0
MASCULINO;48;MG;ATIVO PERMANENTE;2047.33;2836.30;0
FEMININO;81;PA;APOSENTADO;4284.63;14068.58;0
MASCULINO;77;MA;APOSENTADO;3031.26;28028.88;0
MASCULINO;83;MG;APOSENTADO;2423.85;12642.65;0
MASCULINO;47;PR;ATIVO PERMANENTE;3968.85;6805.98;0
MASCULINO;47;PR;ATIVO PERMANENTE;1589.92;12146.06;0
MASCULINO;60;RJ;ATIVO PERMANENTE;184.56;5674.48;0
MASCULINO;38;DF;ATIVO PERMANENTE;2008.99;10620.77;0
FEMININO;81;PA;APOSENTADO;3778.49;16245.35;0
FEMININO;40;SE;ATIVO PERMANENTE;1262.78;8946.49;0
MASCULINO;84;DF;APOSENTADO;50.00;8860.96;0
FEMININO;53;RJ;APOSENTADO;1172.06;2401.83;0
FEMININO;49;MG;ATIVO PERMANENTE;940.16;5414.75;0
MASCULINO;36;PI;ATIVO PERMANENTE;1348.60;4099.30;0
FEMININO;54;RJ;BENEFICIARIO PENSAO;41.04;2341.40;0
MASCULINO;40;BA;ATIVO PERMANENTE;4861.59;15633.51;0
MASCULINO;77;BA;APOSENTADO;5551.76;26814.30;0
MASCULINO;81;CE;BENEFICIARIO PENSAO;2020.02;3958.72;0
FEMININO;70;BA;BENEFICIARIO PENSAO;292.82;1363.10;0
FEMININO;83;PA;APOSENTADO;150.36;4511.34;0
FEMININO;39;RS;ATIVO PERMANENTE;1078.83;10074.80;0
MASCULINO;76;DF;APOSENTADO;274.18;2599.10;0
FEMININO;39;RS;CELETISTA EMPREGADO;287.30;2689.80;0
FEMININO;34;CE;ATIVO PERMANENTE;496.28;15015.46;0
FEMININO;37;PI;CELETISTA EMPREGADO;136.91;1312.08;0
MASCULINO;53;RJ;ATIVO PERMANENTE;99.00;1347.45;0
MASCULINO;83;MA;APOSENTADO;1657.44;15721.92;0
FEMININO;53;MA;BENEFICIARIO PENSAO;3328.78;5857.20;0
FEMININO;40;RS;ATIVO PERMANENTE;557.47;1592.29;0
MASCULINO;39;RS;ATIVO PERMANENTE;744.25;1733.82;0
FEMININO;82;MG;BENEFICIARIO PENSAO;248.66;5216.20;0
FEMININO;79;MA;BENEFICIARIO PENSAO;9781.80;31957.05;0
FEMININO;82;RS;APOSENTADO;90.77;2086.85;0
MASCULINO;80;PI;APOSENTADO;7063.45;10399.78;0
FEMININO;82;MA;APOSENTADO;411.27;4031.58;0
FEMININO;54;RJ;BENEFICIARIO PENSAO;814.74;3625.70;0
FEMININO;81;DF;APOSENTADO;554.11;10870.65;0
MASCULINO;81;AP;APOSENTADO;42.90;1116.42;0
MASCULINO;38;RS;ATIVO PERMANENTE;1080.60;20347.67;0
MASCULINO;74;PA;APOSENTADO;1701.53;3844.57;0
MASCULINO;39;RS;CELETISTA EMPREGADO;329.13;513.97;0
MASCULINO;75;DF;APOSENTADO;6431.26;22055.90;0
MASCULINO;78;AP;APOSENTADO;175.42;2910.46;0
FEMININO;84;MA;APOSENTADO;4345.71;25593.68;0
FEMININO;70;BA;BENEFICIARIO PENSAO;901.89;18059.02;0
MASCULINO;39;RS;CELETISTA EMPREGADO;1604.77;6110.00;0
MASCULINO;37;RS;ATIVO PERMANENTE;48.92;1853.56;0
MASCULINO;68;SP;BENEFICIARIO PENSAO;242.26;1246.26;0
FEMININO;40;SC;ATIVO PERMANENTE;48.14;1444.26;0
MASCULINO;38;RS;ATIVO PERMANENTE;86.40;2592.06;0
MASCULINO;35;SP;ATIVO PERMANENTE;241.47;7243.98;0
FEMININO;74;DF;APOSENTADO;460.14;20031.66;0
FEMININO;84;MG;BENEFICIARIO PENSAO;1304.02;12562.75;0
MASCULINO;75;AM;APOSENTADO;497.32;6041.74;0
FEMININO;48;MG;ATIVO PERMANENTE;4060.82;7974.24;0
MASCULINO;37;DF;ATIVO PERMANENTE;1000.73;2189.71;0
MASCULINO;83;MG;APOSENTADO;2299.52;10049.66;0
FEMININO;53;RJ;BENEFICIARIO PENSAO;990.00;3533.46;0
FEMININO;37;DF;ATIVO PERMANENTE;1680.63;13008.20;0
FEMININO;38;MG;ATIVO PERMANENTE;5775.88;9539.72;0
FEMININO;50;RJ;ATIVO PERMANENTE;537.86;2747.14;0
MASCULINO;80;PE;APOSENTADO;6503.96;9772.00;0
FEMININO;82;PB;APOSENTADO;371.05;13892.79;0
FEMININO;38;PR;ATIVO PERMANENTE;1248.08;33855.92;0
FEMININO;84;SP;APOSENTADO;311.30;24565.79;0
FEMININO;84;RS;APOSENTADO;522.84;4105.54;0
FEMININO;76;CE;APOSENTADO;181.79;5604.98;0
MASCULINO;83;RJ;APOSENTADO;102.00;3520.31;0
MASCULINO;40;RS;CELETISTA EMPREGADO;3178.86;10036.80;0
FEMININO;47;MS;ATIVO PERMANENTE;763.24;2258.38;0
FEMININO;82;CE;APOSENTADO;273.03;9415.71;0
FEMININO;81;BA;APOSENTADO;5318.90;21446.60;0
FEMININO;41;BA;ATIVO PERMANENTE;7279.93;12515.90;0
FEMININO;47;MG;BENEFICIARIO PENSAO;234.84;4978.40;0
FEMININO;79;PB;APOSENTADO;2920.98;6351.24;0
MASCULINO;55;RN;ATIVO PERMANENTE;3979.09;20665.35;0
FEMININO;39;RS;ATIVO PERMANENTE;1877.92;3037.52;0
FEMININO;66;SP;ATIVO PERMANENTE;1504.01;6596.57;0
MASCULINO;36;CE;ATIVO PERMANENTE;4003.93;8951.10;0
MASCULINO;37;DF;ATIVO PERMANENTE;1232.54;4409.18;0
FEMININO;38;RS;ATIVO PERMANENTE;3019.21;15032.85;0
FEMININO;52;RJ;BENEFICIARIO PENSAO;189.80;396.82;0
MASCULINO;38;RS;ATIVO PERMANENTE;4636.59;7260.40;0
FEMININO;37;DF;ATIVO PERMANENTE;1279.92;4699.80;0
FEMININO;64;SP;APOSENTADO;248.66;2687.09;0
FEMININO;39;RS;ATIVO PERMANENTE;216.51;6476.62;0
MASCULINO;81;MG;APOSENTADO;1156.77;17857.26;0
MASCULINO;42;BA;ATIVO PERMANENTE;2754.90;4618.22;0
FEMININO;42;RS;ATIVO PERMANENTE;3100.89;13809.30;0
MASCULINO;82;CE;APOSENTADO;6900.14;19631.25;0
FEMININO;33;SP;ATIVO PERMANENTE;1728.63;8299.74;0
MASCULINO;84;PI;APOSENTADO;854.07;17406.75;0
MASCULINO;83;DF;APOSENTADO;364.06;16057.74;0
MASCULINO;51;PR;ATIVO PERMANENTE;4631.94;11103.34;0
FEMININO;82;PI;APOSENTADO;12847.42;66893.96;0
MASCULINO;52;RJ;ATIVO PERMANENTE;1182.43;6552.42;0
MASCULINO;77;SP;APOSENTADO;1585.64;13583.92;0
FEMININO;82;PI;APOSENTADO;238.40;7974.04;0
MASCULINO;41;RS;ATIVO PERMANENTE;1310.95;5231.46;0
FEMININO;56;RJ;ATIVO PERMANENTE;1280.59;3896.08;0
MASCULINO;39;SC;ATIVO PERMANENTE;31.78;953.40;0
MASCULINO;82;PI;APOSENTADO;5818.92;41020.42;0
FEMININO;37;SE;ATIVO PERMANENTE;2246.77;12571.67;0
FEMININO;38;PR;ATIVO PERMANENTE;2174.20;5189.06;0
FEMININO;46;MG;ATIVO PERMANENTE;4734.92;12782.92;0
FEMININO;84;MG;APOSENTADO;50.00;8184.82;0
FEMININO;83;DF;BENEFICIARIO PENSAO;131.00;4050.34;0
MASCULINO;82;PA;APOSENTADO;8275.68;11835.48;0
FEMININO;82;DF;APOSENTADO;98.52;4848.78;0
FEMININO;65;SP;APOSENTADO;498.59;2022.85;0
FEMININO;71;SP;APOSENTADO;168.97;1134.06;0
FEMININO;81;DF;APOSENTADO;74.84;3253.49;0
FEMININO;83;DF;APOSENTADO;548.36;2425.04;0
MASCULINO;36;CE;ATIVO PERMANENTE;2750.51;8624.61;0
FEMININO;81;DF;BENEFICIARIO PENSAO;429.83;6892.64;0
MASCULINO;38;SC;ATIVO PERMANENTE;592.14;2369.24;0
FEMININO;82;BA;APOSENTADO;444.48;21834.08;0
FEMININO;80;PI;APOSENTADO;4132.09;28302.32;0
MASCULINO;79;DF;APOSENTADO;25.00;3495.50;0
MASCULINO;52;RJ;ATIVO PERMANENTE;258.36;7713.67;0
FEMININO;84;AP;APOSENTADO;8005.62;15193.41;0
FEMININO;40;BA;ATIVO PERMANENTE;673.30;3937.14;0
FEMININO;82;BA;APOSENTADO;92.58;4601.04;0
MASCULINO;78;AM;APOSENTADO;123.46;6494.47;0
MASCULINO;40;CE;CELETISTA EMPREGADO;1772.70;18708.36;0
MASCULINO;77;PI;APOSENTADO;30.80;6047.43;0
MASCULINO;81;PI;APOSENTADO;414.00;13269.43;0
FEMININO;37;MA;ATIVO PERMANENTE;1277.26;2166.08;0
MASCULINO;36;PI;ATIVO PERMANENTE;1303.46;3122.86;0
MASCULINO;52;MG;ATIVO PERMANENTE;815.08;15853.71;0
FEMININO;37;PA;ATIVO PERMANENTE;1663.08;6642.84;0
FEMININO;76;PI;APOSENTADO;114.44;3997.37;0
FEMININO;67;SP;APOSENTADO;337.94;2178.02;0
MASCULINO;84;PR;APOSENTADO;1218.53;5472.16;0
FEMININO;82;RJ;APOSENTADO;6192.45;24778.25;0
FEMININO;36;GO;ATIVO PERMANENTE;1595.58;24418.03;0
FEMININO;40;SE;EXCEDENTE A LOTACAO;222.15;6664.89;0
FEMININO;84;MG;APOSENTADO;540.32;8025.96;0
MASCULINO;35;DF;ATIVO PERMANENTE;1696.62;9565.25;0
MASCULINO;53;RJ;ATIVO PERMANENTE;86.68;5502.27;0
MASCULINO;77;PA;APOSENTADO;700.09;23067.75;0
FEMININO;44;RN;ATIVO PERMANENTE;480.36;3799.20;0
MASCULINO;41;SE;ATIVO PERMANENTE;3179.26;28256.48;0
MASCULINO;38;DF;ATIVO PERMANENTE;466.89;16726.68;0
FEMININO;44;RN;CELETISTA EMPREGADO;269.61;3074.55;0
FEMININO;79;SP;APOSENTADO;337.94;1890.40;0
MASCULINO;35;DF;ATIVO PERMANENTE;1655.59;8201.84;0
FEMININO;45;SC;ATIVO PERMANENTE;93.26;2798.18;0
FEMININO;52;RJ;BENEFICIARIO PENSAO;794.04;15062.08;0
FEMININO;81;PI;APOSENTADO;123.46;4593.24;0
MASCULINO;82;PI;APOSENTADO;2677.47;30797.74;0
FEMININO;84;MG;APOSENTADO;883.55;19474.08;0
FEMININO;82;MG;APOSENTADO;36.00;3297.40;0
MASCULINO;84;PA;APOSENTADO;472.23;4081.75;0
MASCULINO;75;ES;APOSENTADO;6060.14;13875.96;0
FEMININO;76;DF;APOSENTADO;292.38;14403.25;0
FEMININO;49;RJ;BENEFICIARIO PENSAO;138.46;430.02;0
FEMININO;37;DF;CELETISTA EMPREGADO;2424.67;11790.06;0
FEMININO;68;RJ;APOSENTADO;30.71;591.84;0
FEMININO;39;RS;ATIVO PERMANENTE;2819.78;14265.12;0
FEMININO;79;DF;NAO INFORMADO;7442.12;28306.15;0
FEMININO;51;RJ;BENEFICIARIO PENSAO;184.08;4474.08;0
FEMININO;37;DF;ATIVO PERMANENTE;2429.82;4297.98;0
MASCULINO;76;PI;APOSENTADO;1077.04;5154.44;0
MASCULINO;84;RJ;APOSENTADO;5425.41;22077.64;0
FEMININO;81;PI;APOSENTADO;13.70;2491.64;0
FEMININO;41;AL;ATIVO PERMANENTE;170.31;6642.84;0
MASCULINO;37;DF;ATIVO PERMANENTE;3843.15;7864.80;0
MASCULINO;53;DF;ATIVO PERMANENTE;8660.80;21544.62;0
MASCULINO;51;RJ;ATIVO PERMANENTE;5636.96;32757.60;0
MASCULINO;41;GO;CELETISTA EMPREGADO;672.04;3947.19;0
MASCULINO;62;SP;APOSENTADO;2693.36;7100.55;0
FEMININO;81;DF;APOSENTADO;311.25;23552.16;0
MASCULINO;32;PA;ATIVO PERMANENTE;2421.45;10685.65;0
MASCULINO;82;MG;APOSENTADO;5731.61;27782.80;0
MASCULINO;77;PB;APOSENTADO;219.90;6597.36;0
MASCULINO;82;DF;APOSENTADO;490.94;5459.44;0
MASCULINO;52;RJ;ATIVO PERMANENTE;1423.88;10288.78;0
MASCULINO;79;DF;APOSENTADO;6254.60;19866.67;0
FEMININO;37;GO;ATIVO PERMANENTE;882.81;1695.60;0
FEMININO;64;DF;BENEFICIARIO PENSAO;1049.63;2019.15;0
FEMININO;63;SP;APOSENTADO;184.76;5543.32;0
FEMININO;40;PR;ATIVO PERMANENTE;77.44;3531.90;0
FEMININO;79;DF;APOSENTADO;548.36;2760.64;0
FEMININO;74;SP;APOSENTADO;419.46;1837.76;0
FEMININO;77;CE;CELETISTA EMPREGADO;3961.05;66162.14;0
FEMININO;52;RJ;APOSENTADO;333.16;1330.42;0
MASCULINO;80;DF;APOSENTADO;6198.91;51536.24;0
MASCULINO;82;AM;APOSENTADO;2306.96;14075.26;0
FEMININO;38;RS;CELETISTA EMPREGADO;1129.89;5354.65;0
FEMININO;39;RS;CELETISTA EMPREGADO;430.68;656.72;0
FEMININO;77;AM;APOSENTADO;148.62;8168.01;0
MASCULINO;37;PI;ATIVO PERMANENTE;4770.66;13432.08;0
FEMININO;81;DF;APOSENTADO;168.97;1076.26;0
MASCULINO;83;PI;APOSENTADO;128.88;4757.07;0
FEMININO;82;PI;APOSENTADO;13.70;2730.44;0
FEMININO;80;RS;APOSENTADO;471.50;9175.10;0
FEMININO;79;DF;APOSENTADO;126.15;4118.64;0
FEMININO;84;PI;APOSENTADO;815.06;7409.16;0
MASCULINO;83;PA;APOSENTADO;2746.75;6431.11;0
FEMININO;65;SP;ATIVO PERMANENTE;167.05;8426.84;0
FEMININO;54;RJ;ATIVO PERMANENTE;464.01;1793.49;0
FEMININO;65;SP;APOSENTADO;695.17;2296.59;0
FEMININO;82;PI;APOSENTADO;187.75;7202.45;0
FEMININO;77;PA;APOSENTADO;2977.91;4995.15;0
FEMININO;38;SP;ATIVO PERMANENTE;1304.62;1844.30;0
FEMININO;37;MS;CELETISTA EMPREGADO;100.59;4404.85;0
MASCULINO;36;TO;ATIVO PERMANENTE;1251.37;2412.30;0
MASCULINO;46;MG;ATIVO PERMANENTE;3013.77;10683.06;0
MASCULINO;41;RS;CELETISTA EMPREGADO;352.42;765.67;0
FEMININO;75;AM;APOSENTADO;203.50;15788.66;0
MASCULINO;37;RS;ATIVO PERMANENTE;3272.85;5814.45;0
FEMININO;38;RS;ATIVO PERMANENTE;1345.47;3561.06;0
FEMININO;82;SP;APOSENTADO;69.69;2375.70;0
MASCULINO;78;DF;APOSENTADO;459.90;5390.34;0
MASCULINO;82;DF;APOSENTADO;522.84;3445.89;0
FEMININO;77;SP;BENEFICIARIO PENSAO;242.18;1453.12;0
FEMININO;57;RJ;APOSENTADO;1581.01;5156.64;0
FEMININO;37;GO;NAO INFORMADO;3475.23;5238.31;0
FEMININO;82;PI;APOSENTADO;5771.98;26133.46;0
FEMININO;81;MG;APOSENTADO;72.00;17064.64;0
FEMININO;39;BA;ATIVO PERMANENTE;1950.38;4170.35;0
FEMININO;79;PI;APOSENTADO;177.16;12414.56;0
MASCULINO;83;DF;APOSENTADO;3605.22;14789.07;0
MASCULINO;36;CE;ATIVO PERMANENTE;1734.30;8007.76;0
FEMININO;52;RJ;ATIVO PERMANENTE;920.70;5771.97;0
FEMININO;81;MA;APOSENTADO;3500.64;7741.62;0
MASCULINO;38;RS;CELETISTA EMPREGADO;1384.11;2318.63;0
FEMININO;84;MG;APOSENTADO;272.01;1179.45;0
FEMININO;36;GO;CELETISTA EMPREGADO;2707.26;30138.91;0
FEMININO;80;PI;APOSENTADO;131.72;6138.36;0
FEMININO;80;PI;APOSENTADO;27866.29;57738.14;0
FEMININO;37;DF;ATIVO PERMANENTE;950.32;2601.19;0
MASCULINO;31;DF;NAO INFORMADO;1038.48;2524.60;0
FEMININO;73;CE;APOSENTADO;1625.99;12503.72;0
MASCULINO;37;BA;ATIVO PERMANENTE;107.50;7011.59;0
MASCULINO;36;DF;ATIVO PERMANENTE;3123.27;6928.36;0
MASCULINO;74;DF;APOSENTADO;107.50;2664.48;0
FEMININO;82;DF;APOSENTADO;3591.97;6097.05;0
FEMININO;76;DF;APOSENTADO;556.92;13075.04;0
MASCULINO;74;PA;APOSENTADO;1248.70;8032.45;0
FEMININO;84;PI;APOSENTADO;4475.07;14695.20;0
FEMININO;40;SE;ATIVO PERMANENTE;1234.85;6374.97;0
MASCULINO;76;MG;APOSENTADO;105.87;17987.70;0
MASCULINO;77;AC;APOSENTADO;245.68;7370.96;0
MASCULINO;36;GO;ATIVO PERMANENTE;523.49;2087.54;0
MASCULINO;80;MG;APOSENTADO;238.35;12690.75;0
FEMININO;48;ES;ATIVO PERMANENTE;668.98;1451.79;0
FEMININO;42;RS;ATIVO PERMANENTE;1205.73;2623.17;0
MASCULINO;79;MG;APOSENTADO;1018.42;14467.36;0
FEMININO;39;PB;ATIVO PERMANENTE;4088.39;30502.11;0
MASCULINO;43;RS;ATIVO PERMANENTE;94.38;5258.82;0
MASCULINO;82;BA;APOSENTADO;3126.20;9098.72;0
FEMININO;47;MG;ATIVO PERMANENTE;2142.05;8393.90;0
MASCULINO;38;CE;ATIVO PERMANENTE;118.00;2400.16;0
MASCULINO;44;BA;ATIVO PERMANENTE;338.46;10739.55;0
FEMININO;50;MG;BENEFICIARIO PENSAO;1541.96;4746.68;0
MASCULINO;77;DF;APOSENTADO;45.36;1361.36;0
FEMININO;38;DF;ATIVO PERMANENTE;1523.40;10330.50;0
FEMININO;40;RS;ATIVO PERMANENTE;120.03;3601.68;0
FEMININO;69;ES;BENEFICIARIO PENSAO;301.84;1928.67;0
MASCULINO;83;DF;APOSENTADO;295.56;20681.52;0
FEMININO;80;PI;APOSENTADO;576.24;18140.20;0
MASCULINO;83;DF;APOSENTADO;2029.67;5229.86;0
FEMININO;78;PI;APOSENTADO;20.54;2697.86;0
MASCULINO;84;DF;APOSENTADO;103.14;5053.90;0
MASCULINO;39;RS;ATIVO PERMANENTE;2197.03;25336.92;0
FEMININO;77;DF;BENEFICIARIO PENSAO;261.42;3429.02;0
FEMININO;83;DF;APOSENTADO;821.18;17152.26;0
FEMININO;49;RS;CELETISTA EMPREGADO;630.86;1803.01;0
MASCULINO;36;DF;ATIVO PERMANENTE;707.85;9753.30;0
FEMININO;82;RJ;BENEFICIARIO PENSAO;51.66;2289.78;0
MASCULINO;38;RS;ATIVO PERMANENTE;4494.56;13414.11;0
MASCULINO;83;PI;APOSENTADO;2052.10;23855.60;0
MASCULINO;44;SC;ATIVO PERMANENTE;3955.20;5564.58;0
FEMININO;75;MG;CELETISTA EMPREGADO;205.37;6217.99;0
FEMININO;80;PI;APOSENTADO;1382.84;5916.30;0
MASCULINO;50;RJ;ATIVO PERMANENTE;517.65;15530.01;0
MASCULINO;63;SP;APOSENTADO;303.36;12119.09;0
FEMININO;45;SC;ATIVO PERMANENTE;1414.47;9556.44;0
MASCULINO;79;DF;APOSENTADO;150.37;3414.02;0
FEMININO;81;DF;APOSENTADO;4224.10;18170.46;0
MASCULINO;56;MG;ATIVO PERMANENTE;4830.83;24106.70;0
FEMININO;79;DF;APOSENTADO;25.00;4430.48;0
FEMININO;38;DF;ATIVO PERMANENTE;1411.96;16876.96;0
MASCULINO;37;RS;ATIVO PERMANENTE;809.74;1346.66;0
MASCULINO;46;SC;ATIVO PERMANENTE;2500.68;14285.91;0
MASCULINO;76;SC;APOSENTADO;12493.65;24798.76;0
FEMININO;67;SC;BENEFICIARIO PENSAO;1625.99;12942.84;0
MASCULINO;37;RS;ATIVO PERMANENTE;170.31;7767.03;0
FEMININO;38;PI;ATIVO PERMANENTE;1555.88;8740.35;0
FEMININO;36;TO;ATIVO PERMANENTE;764.59;8378.71;0
FEMININO;51;SC;BENEFICIARIO PENSAO;1853.90;5309.44;0
MASCULINO;36;SC;ATIVO PERMANENTE;714.52;23766.27;0
MASCULINO;74;DF;APOSENTADO;2847.36;4863.24;0
MASCULINO;53;RJ;CEDIDO SUS LEI 8270;523.78;6842.72;0
MASCULINO;38;PI;ATIVO PERMANENTE;4678.62;10253.44;0
FEMININO;52;RJ;ATIVO PERMANENTE;683.90;8040.64;0
MASCULINO;84;DF;APOSENTADO;359.90;5389.36;0
MASCULINO;38;DF;ATIVO PERMANENTE;1072.66;52481.68;0
MASCULINO;53;RN;ATIVO PERMANENTE;1257.72;6446.68;0
FEMININO;77;CE;APOSENTADO;232.33;3359.85;0
FEMININO;68;RJ;BENEFICIARIO PENSAO;7636.14;11398.60;0
FEMININO;37;MA;ATIVO PERMANENTE;896.18;2336.76;0
FEMININO;56;RJ;ATIVO PERMANENTE;976.10;4480.06;0
FEMININO;52;RJ;ATIVO PERMANENTE;537.74;3438.85;0
FEMININO;38;RS;ATIVO PERMANENTE;40.23;1834.82;0
MASCULINO;37;DF;ATIVO PERMANENTE;2551.64;7519.40;0
FEMININO;66;SP;ATIVO PERMANENTE;316.32;8832.64;0
MASCULINO;84;DF;BENEFICIARIO PENSAO;2433.36;23195.70;0
FEMININO;81;CE;APOSENTADO;287.64;8493.12;0
MASCULINO;40;RN;ATIVO PERMANENTE;120.00;4722.93;0
MASCULINO;79;AP;BENEFICIARIO PENSAO;76.92;3291.02;0
FEMININO;70;RJ;APOSENTADO;98.25;2828.23;0
FEMININO;72;SP;APOSENTADO;3968.35;6218.28;0
FEMININO;61;RJ;APOSENTADO;5486.66;16944.59;0
FEMININO;38;SP;ATIVO PERMANENTE;245.44;7363.26;0
FEMININO;41;RS;CELETISTA EMPREGADO;239.13;675.79;0
MASCULINO;81;DF;APOSENTADO;5845.06;31170.56;0
FEMININO;79;RJ;BENEFICIARIO PENSAO;516.90;9577.48;0
MASCULINO;80;AP;APOSENTADO;524.09;5273.40;0
MASCULINO;79;PR;REFORMA CBM PM;136.00;7837.44;0
FEMININO;38;TO;ATIVO PERMANENTE;1217.07;2764.98;0
FEMININO;77;GO;BENEFICIARIO PENSAO;3079.54;4380.40;0
FEMININO;82;MG;APOSENTADO;522.84;4264.04;0
FEMININO;48;AM;CELETISTA EMPREGADO;285.50;20223.44;0
MASCULINO;53;RJ;ATIVO PERMANENTE;268.82;5881.60;0
MASCULINO;51;RJ;ATIVO PERMANENTE;1395.56;4322.80;0
MASCULINO;38;RS;ATIVO PERMANENTE;109.04;3271.72;0
MASCULINO;39;RS;ATIVO PERMANENTE;159.34;4780.74;0
MASCULINO;83;DF;APOSENTADO;10689.65;18359.22;0
FEMININO;35;PI;ATIVO PERMANENTE;1192.89;7284.02;0
FEMININO;82;PE;APOSENTADO;47.74;1847.69;0
MASCULINO;80;RJ;REFORMA CBM PM;116.28;11413.68;0
FEMININO;83;DF;APOSENTADO;694.52;34497.76;0
FEMININO;84;PR;APOSENTADO;3060.00;16885.20;0
MASCULINO;41;CE;ATIVO PERMANENTE;609.48;2562.00;0
FEMININO;66;SP;APOSENTADO;392.13;2044.06;0
MASCULINO;77;DF;APOSENTADO;546.09;21271.44;0
FEMININO;63;MG;BENEFICIARIO PENSAO;3348.30;5403.68;0
MASCULINO;79;PR;APOSENTADO;1724.96;2785.44;0
FEMININO;55;ES;ATIVO PERMANENTE;522.48;15674.49;0
FEMININO;84;PA;APOSENTADO;1545.33;4439.67;0
FEMININO;80;PI;APOSENTADO;121.48;4272.96;0
MASCULINO;83;MG;APOSENTADO;232.98;9027.12;0
FEMININO;34;GO;ATIVO PERMANENTE;221.46;12580.46;0
MASCULINO;38;RS;ATIVO PERMANENTE;1789.89;3072.15;0
MASCULINO;43;SE;ATIVO PERMANENTE;737.32;9383.33;0
MASCULINO;77;AP;APOSENTADO;8145.71;20513.09;0
MASCULINO;38;SE;CELETISTA EMPREGADO;1550.01;2213.37;0
FEMININO;38;GO;ATIVO PERMANENTE;2012.24;15201.75;0
FEMININO;62;SP;ATIVO PERMANENTE;566.54;20445.66;0
MASCULINO;83;PA;APOSENTADO;127.27;2680.23;0
MASCULINO;37;DF;ATIVO PERMANENTE;215.00;17757.58;0
FEMININO;47;RJ;ATIVO PERMANENTE;1967.94;7797.68;0
FEMININO;80;SP;APOSENTADO;161.60;9118.20;0
FEMININO;50;RJ;ATIVO PERMANENTE;2439.52;15080.00;0
FEMININO;51;MT;ATIVO PERMANENTE;4901.26;14491.20;0
MASCULINO;81;DF;APOSENTADO;75.00;13291.44;0
FEMININO;39;RS;ATIVO PERMANENTE;3220.30;4732.88;0
MASCULINO;78;AM;APOSENTADO;5687.92;75717.28;0
FEMININO;80;RS;BENEFICIARIO PENSAO;921.08;3501.64;0
MASCULINO;56;RJ;ATIVO PERMANENTE;313.28;9398.86;0
MASCULINO;83;RS;APOSENTADO;354.00;16432.59;0
