"sexo","idade","uf","situacao_funcional","tipo_contrato","pmt_valor","margem_saldo","conceder"
FEMININO,87,MG,APOSENTADO,ESTAVEL,5891.60,16003.02,1
MASCULINO,37,CE,ATIVO PERMANENTE,ESTAVEL,373.26,11198.18,0
MASCULINO,37,SC,ATIVO PERMANENTE,ESTAVEL,3403.50,-486.22,1
FEMININO,78,AM,APOSENTADO,ESTAVEL,1695.67,-528.52,1
MASCULINO,45,MG,ATIVO PERMANENTE,ESTAVEL,358.90,10767.48,0
MASCULINO,37,CE,ATIVO PERMANENTE,ESTAVEL,366.22,2363.55,0
MASCULINO,37,CE,ATIVO PERMANENTE,ESTAVEL,953.90,10701.96,0
FEMININO,31,PA,ATIVO PERMANENTE,ESTAVEL,43.34,1300.33,0
FEMININO,83,RJ,APOSENTADO,ESTAVEL,5008.68,18581.64,0
FEMININO,52,RJ,ATIVO PERMANENTE,ESTAVEL,3639.87,-5187.63,1
FEMININO,37,TO,ATIVO PERMANENTE,ESTAVEL,68.37,1531.10,0
FEMININO,82,PE,APOSENTADO,ESTAVEL,1002.72,32049.48,0
FEMININO,89,SP,APOSENTADO,ESTAVEL,410.60,9396.34,1
FEMININO,89,SP,APOSENTADO,ESTAVEL,410.60,14447.72,1
FEMININO,41,BA,ATIVO PERMANENTE,ESTAVEL,2341.48,-1660.92,1
FEMININO,41,BA,ATIVO PERMANENTE,ESTAVEL,1936.19,1111.28,1
MASCULINO,40,RS,ATIVO PERMANENTE,ESTAVEL,6091.18,8249.78,0
MASCULINO,39,RS,ATIVO PERMANENTE,ESTAVEL,1616.02,3428.06,0
MASCULINO,40,SE,ATIVO PERMANENTE,ESTAVEL,3864.53,15036.96,0
FEMININO,82,AM,APOSENTADO,ESTAVEL,2951.17,8588.79,0
FEMININO,80,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,855.45,111.44,1
FEMININO,80,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,855.45,553.08,1
FEMININO,85,RJ,APOSENTADO,ESTAVEL,2587.34,5085.66,1
FEMININO,85,RJ,APOSENTADO,ESTAVEL,1390.54,3500.28,1
FEMININO,87,PE,APOSENTADO,ESTAVEL,285.46,-1010.12,1
MASCULINO,90,CE,APOSENTADO,ESTAVEL,241.47,5445.35,1
MASCULINO,90,CE,APOSENTADO,ESTAVEL,241.47,5446.56,1
MASCULINO,89,MG,APOSENTADO,ESTAVEL,884.79,2419.53,1
MASCULINO,89,MG,APOSENTADO,ESTAVEL,430.42,1973.40,1
FEMININO,34,DF,ATIVO PERMANENTE,ESTAVEL,2025.97,470.60,1
FEMININO,91,AM,APOSENTADO,ESTAVEL,5189.17,4555.90,1
FEMININO,37,SP,ATIVO PERMANENTE,ESTAVEL,500.88,15027.00,0
FEMININO,41,BA,ATIVO PERMANENTE,ESTAVEL,1085.46,965.71,1
FEMININO,37,MA,ATIVO PERMANENTE,ESTAVEL,6738.08,-15153.78,1
FEMININO,90,AM,APOSENTADO,ESTAVEL,126.46,2340.34,1
FEMININO,90,AM,BENEFICIARIO PENSAO,ESTAVEL,249.20,10954.70,1
MASCULINO,31,PA,ATIVO PERMANENTE,ESTAVEL,2306.82,68.42,1
MASCULINO,31,PA,ATIVO PERMANENTE,ESTAVEL,2219.45,121.58,1
FEMININO,38,SP,CELETISTA EMPREGADO,ESTAVEL,1137.98,698.25,1
FEMININO,38,SP,CELETISTA EMPREGADO,ESTAVEL,4329.00,2259.48,1
FEMININO,37,DF,ATIVO PERMANENTE,ESTAVEL,1108.09,5380.90,0
FEMININO,37,DF,ATIVO PERMANENTE,ESTAVEL,1825.00,8462.30,0
FEMININO,36,DF,ATIVO PERMANENTE,ESTAVEL,3169.24,-1370.80,1
FEMININO,36,DF,ATIVO PERMANENTE,ESTAVEL,1505.18,3033.87,0
MASCULINO,65,SP,APOSENTADO,ESTAVEL,3785.30,9847.60,0
FEMININO,41,RS,ATIVO PERMANENTE,ESTAVEL,1015.41,2524.62,0
MASCULINO,83,SP,APOSENTADO,ESTAVEL,109.86,2319.24,0
FEMININO,52,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,3716.82,-1061.64,1
FEMININO,80,SP,BENEFICIARIO PENSAO,NAO ESTAVEL,808.53,232.94,1
FEMININO,80,SP,BENEFICIARIO PENSAO,NAO ESTAVEL,52.03,872.97,0
MASCULINO,87,DF,BENEFICIARIO PENSAO,ESTAVEL,1418.56,5148.12,1
FEMININO,52,RJ,ATIVO PERMANENTE,ESTAVEL,7312.78,-3969.36,1
FEMININO,52,RJ,ATIVO PERMANENTE,ESTAVEL,14653.98,-1672.70,1
FEMININO,52,RJ,CELETISTA EMPREGADO,ESTAVEL,3537.79,15272.25,0
FEMININO,52,RJ,CELETISTA EMPREGADO,ESTAVEL,4658.10,18568.74,0
FEMININO,37,RS,ATIVO PERMANENTE,ESTAVEL,6555.56,3673.20,1
MASCULINO,93,PE,APOSENTADO,ESTAVEL,82.44,16186.20,1
FEMININO,88,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,466.29,1730.98,1
FEMININO,37,DF,ATIVO PERMANENTE,ESTAVEL,9840.99,-1260.87,1
FEMININO,84,AM,APOSENTADO,ESTAVEL,745.98,7074.27,0
FEMININO,38,DF,ATIVO PERMANENTE,ESTAVEL,122.02,533.67,0
FEMININO,38,DF,ATIVO PERMANENTE,ESTAVEL,846.37,1946.98,0
MASCULINO,52,RJ,ATIVO PERMANENTE,ESTAVEL,1103.63,-1328.40,1
FEMININO,102,PE,APOSENTADO,ESTAVEL,95.48,2548.78,1
FEMININO,102,PE,APOSENTADO,ESTAVEL,95.48,3724.04,1
FEMININO,54,RJ,ATIVO PERMANENTE,ESTAVEL,188.16,3752.77,0
FEMININO,54,RJ,ATIVO PERMANENTE,ESTAVEL,376.32,7695.02,0
FEMININO,92,PR,APOSENTADO,ESTAVEL,30.38,2280.13,1
MASCULINO,53,RJ,APOSENTADO,ESTAVEL,1698.42,-208.85,1
MASCULINO,39,RS,ATIVO PERMANENTE,ESTAVEL,13603.12,365.76,1
MASCULINO,30,PA,ATIVO PERMANENTE,ESTAVEL,2501.84,8060.43,0
MASCULINO,30,PA,ATIVO PERMANENTE,ESTAVEL,2214.64,7119.88,0
MASCULINO,38,DF,ATIVO PERMANENTE,ESTAVEL,4658.24,4080.15,1
FEMININO,33,PA,ATIVO PERMANENTE,ESTAVEL,557.04,2327.81,0
FEMININO,88,CE,APOSENTADO,ESTAVEL,522.84,4215.32,1
FEMININO,37,DF,ATIVO PERMANENTE,ESTAVEL,217.96,2739.83,0
MASCULINO,34,TO,ATIVO PERMANENTE,ESTAVEL,805.74,1029.07,1
MASCULINO,34,TO,ATIVO PERMANENTE,ESTAVEL,805.74,4524.08,0
MASCULINO,45,PR,ATIVO PERMANENTE,ESTAVEL,1108.74,1971.32,0
FEMININO,52,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,2551.12,-1548.00,1
MASCULINO,75,PR,APOSENTADO,ESTAVEL,16358.65,-3475.65,1
FEMININO,39,MA,ATIVO PERMANENTE,ESTAVEL,534.86,3294.04,0
FEMININO,81,RJ,APOSENTADO,ESTAVEL,1896.58,1351.48,1
MASCULINO,85,DF,APOSENTADO TCU733 94,ESTAVEL,248.66,10166.94,1
MASCULINO,85,DF,NAO INFORMADO,ESTAVEL,124.33,0.00,1
MASCULINO,53,RJ,ATIVO PERMANENTE,ESTAVEL,4838.33,-4758.82,1
FEMININO,52,RJ,ATIVO PERMANENTE,ESTAVEL,1182.19,-849.85,1
FEMININO,52,RJ,ATIVO PERMANENTE,ESTAVEL,1307.09,-545.60,1
MASCULINO,39,DF,ATIVO PERMANENTE,ESTAVEL,90.00,8333.82,0
MASCULINO,32,PE,BENEFICIARIO PENSAO,NAO ESTAVEL,2641.88,-1040.00,1
MASCULINO,38,GO,NAO INFORMADO,ESTAVEL,299.62,0.00,1
MASCULINO,38,GO,NAO INFORMADO,ESTAVEL,1299.62,1506.16,1
MASCULINO,38,GO,NAO INFORMADO,ESTAVEL,1299.62,2294.72,0
FEMININO,90,PR,APOSENTADO,ESTAVEL,163.74,1476.30,1
FEMININO,90,PR,APOSENTADO,ESTAVEL,293.34,3219.60,1
FEMININO,86,RS,APOSENTADO,ESTAVEL,3192.13,4907.08,1
FEMININO,86,RS,APOSENTADO,ESTAVEL,1750.32,3873.75,1
MASCULINO,53,DF,ATIVO PERMANENTE,ESTAVEL,3904.66,27023.15,0
MASCULINO,53,DF,ATIVO PERMANENTE,ESTAVEL,2644.28,11627.96,0
MASCULINO,47,RJ,ATIVO PERMANENTE,ESTAVEL,160.02,3689.61,0
MASCULINO,47,RJ,ATIVO PERMANENTE,ESTAVEL,320.04,7524.30,0
FEMININO,54,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,310.82,47.40,1
MASCULINO,40,GO,ATIVO PERMANENTE,ESTAVEL,8910.69,14031.22,0
FEMININO,36,TO,ATIVO PERMANENTE,ESTAVEL,2199.84,7174.60,0
MASCULINO,76,BA,APOSENTADO,ESTAVEL,2723.60,8344.36,0
MASCULINO,38,DF,ATIVO PERMANENTE,ESTAVEL,1874.92,13891.12,0
FEMININO,85,AM,APOSENTADO,ESTAVEL,11281.69,9016.14,1
FEMININO,46,SP,BENEFICIARIO PENSAO,NAO ESTAVEL,2224.66,-3331.20,1
FEMININO,53,RJ,ATIVO PERMANENTE,ESTAVEL,121.14,1437.81,0
FEMININO,53,RJ,ATIVO PERMANENTE,ESTAVEL,1401.06,2885.56,0
MASCULINO,81,DF,APOSENTADO,ESTAVEL,12702.30,12.64,1
MASCULINO,37,MA,ATIVO PERMANENTE,ESTAVEL,1137.54,12894.36,0
FEMININO,44,MG,ATIVO PERMANENTE,ESTAVEL,11268.55,11213.58,1
FEMININO,45,MG,BENEFICIARIO PENSAO,NAO ESTAVEL,1184.04,3612.12,0
FEMININO,52,RJ,ATIVO PERMANENTE,ESTAVEL,2147.20,-3821.00,1
FEMININO,52,RJ,ATIVO PERMANENTE,ESTAVEL,2099.75,-2552.31,1
MASCULINO,87,AM,APOSENTADO,ESTAVEL,5562.16,2520.40,1
FEMININO,87,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,114.00,3398.36,1
MASCULINO,38,AM,ATIVO PERMANENTE,ESTAVEL,2314.85,-150.34,1
MASCULINO,66,SP,APOSENTADO,ESTAVEL,6706.62,0.00,1
MASCULINO,80,AM,APOSENTADO,ESTAVEL,522.84,4440.20,0
FEMININO,67,SP,ATIVO PERMANENTE,ESTAVEL,133.68,8085.96,0
FEMININO,85,PR,APOSENTADO,ESTAVEL,2120.01,0.00,1
MASCULINO,94,SP,APOSENTADO,ESTAVEL,2781.08,26325.04,1
MASCULINO,38,DF,NAO INFORMADO,ESTAVEL,2709.44,301.20,1
FEMININO,82,DF,APOSENTADO,ESTAVEL,7955.32,17334.04,0
FEMININO,71,BA,BENEFICIARIO PENSAO,NAO ESTAVEL,1916.11,31.36,1
FEMININO,71,BA,BENEFICIARIO PENSAO,NAO ESTAVEL,1915.51,35.56,1
MASCULINO,86,PR,APOSENTADO,ESTAVEL,3560.39,1684.04,1
FEMININO,51,RJ,APOSENTADO,ESTAVEL,2288.13,3030.06,1
FEMININO,51,RJ,APOSENTADO,ESTAVEL,1074.10,1041.90,1
MASCULINO,38,DF,ATIVO PERMANENTE,ESTAVEL,3846.51,-3143.10,1
MASCULINO,38,DF,ATIVO PERMANENTE,ESTAVEL,1456.50,329.42,1
FEMININO,53,MT,ATIVO PERMANENTE,ESTAVEL,282.83,96.49,1
FEMININO,53,MT,ATIVO PERMANENTE,ESTAVEL,993.81,498.00,1
FEMININO,32,AP,ATIVO PERMANENTE,ESTAVEL,1155.22,1.19,1
FEMININO,32,AP,ATIVO PERMANENTE,ESTAVEL,1512.05,121.20,1
MASCULINO,39,DF,ATIVO PERMANENTE,ESTAVEL,4407.35,-3007.62,1
MASCULINO,38,CE,CELETISTA EMPREGADO,ESTAVEL,1006.00,502.47,1
MASCULINO,69,SP,APOSENTADO,ESTAVEL,784.26,1072.18,0
MASCULINO,37,DF,ATIVO PERMANENTE,ESTAVEL,1526.30,13558.20,0
MASCULINO,37,DF,ATIVO PERMANENTE,ESTAVEL,886.45,10231.65,0
FEMININO,84,RS,APOSENTADO,ESTAVEL,634.29,3796.64,0
FEMININO,84,RS,APOSENTADO,ESTAVEL,599.89,3865.44,0
FEMININO,84,RS,APOSENTADO,ESTAVEL,1497.93,13714.50,0
MASCULINO,38,DF,ATIVO PERMANENTE,ESTAVEL,9806.72,-1680.40,1
MASCULINO,38,DF,ATIVO PERMANENTE,ESTAVEL,4903.36,-690.42,1
FEMININO,39,DF,ATIVO PERMANENTE,ESTAVEL,2280.86,3332.45,0
FEMININO,39,DF,ATIVO PERMANENTE,ESTAVEL,1637.72,4607.44,0
FEMININO,37,DF,ATIVO PERMANENTE,ESTAVEL,4198.82,6.72,1
FEMININO,37,DF,ATIVO PERMANENTE,ESTAVEL,2506.14,4654.95,0
MASCULINO,38,DF,ATIVO PERMANENTE,ESTAVEL,3495.30,4449.56,1
MASCULINO,96,CE,APOSENTADO,ESTAVEL,522.84,4464.44,1
MASCULINO,37,DF,ATIVO PERMANENTE,ESTAVEL,1663.71,14204.25,0
MASCULINO,37,DF,ATIVO PERMANENTE,ESTAVEL,1393.50,9638.38,0
MASCULINO,38,DF,ATIVO PERMANENTE,ESTAVEL,3667.83,3027.72,1
FEMININO,86,RS,APOSENTADO,ESTAVEL,1226.80,7689.50,1
FEMININO,86,RS,APOSENTADO,ESTAVEL,2296.04,14123.83,1
FEMININO,88,CE,APOSENTADO,ESTAVEL,8.74,2179.50,1
FEMININO,78,BA,APOSENTADO,ESTAVEL,171.22,7868.26,0
FEMININO,40,DF,BENEFICIARIO PENSAO,NAO ESTAVEL,1552.00,1437.96,1
FEMININO,42,RJ,ATIVO PERMANENTE,ESTAVEL,1590.21,10511.22,0
MASCULINO,37,GO,ATIVO PERMANENTE,ESTAVEL,2474.34,1620.84,1
MASCULINO,37,GO,ATIVO PERMANENTE,ESTAVEL,3974.85,3267.70,1
FEMININO,37,DF,ATIVO PERMANENTE,ESTAVEL,1407.42,-1875.58,1
FEMININO,37,DF,ATIVO PERMANENTE,ESTAVEL,542.31,1799.60,0
FEMININO,54,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,2628.60,-1764.12,1
MASCULINO,37,CE,ATIVO PERMANENTE,ESTAVEL,255.26,7657.80,0
FEMININO,37,DF,ATIVO PERMANENTE,ESTAVEL,3632.63,4018.42,1
FEMININO,37,DF,ATIVO PERMANENTE,ESTAVEL,2626.69,5830.83,0
MASCULINO,39,RS,ATIVO PERMANENTE,ESTAVEL,713.76,-510.33,1
FEMININO,91,AM,APOSENTADO,ESTAVEL,3968.35,26728.72,1
MASCULINO,42,PE,ATIVO PERMANENTE,ESTAVEL,2233.13,778.85,1
MASCULINO,39,DF,ATIVO PERMANENTE,ESTAVEL,1158.01,6114.40,0
MASCULINO,39,DF,ATIVO PERMANENTE,ESTAVEL,328.67,3114.48,0
MASCULINO,31,PA,ATIVO PERMANENTE,ESTAVEL,20.78,623.69,0
FEMININO,39,RS,ATIVO PERMANENTE,ESTAVEL,2110.25,-1149.05,1
FEMININO,92,PE,APOSENTADO,ESTAVEL,144.27,5153.25,1
FEMININO,92,PE,APOSENTADO,ESTAVEL,130.71,1718.73,1
MASCULINO,38,DF,ATIVO PERMANENTE,ESTAVEL,3315.99,-1931.45,1
MASCULINO,38,DF,ATIVO PERMANENTE,ESTAVEL,1700.34,50.88,1
FEMININO,53,RJ,CLT ANS DEC 6657 08,ESTAVEL,1792.40,-1517.52,1
MASCULINO,90,PR,APOSENTADO,ESTAVEL,5125.36,11204.00,1
MASCULINO,90,PR,APOSENTADO,ESTAVEL,2811.34,11256.80,1
FEMININO,52,RJ,ATIVO PERMANENTE,ESTAVEL,2353.57,-578.48,1
MASCULINO,39,RS,ATIVO PERMANENTE,ESTAVEL,236.00,7080.06,0
FEMININO,39,RS,ATIVO PERMANENTE,ESTAVEL,2679.04,-611.22,1
FEMININO,90,BA,APOSENTADO,ESTAVEL,222.24,10134.78,1
FEMININO,46,RJ,ATIVO PERMANENTE,ESTAVEL,5026.55,-1543.20,1
MASCULINO,52,RJ,ATIVO PERMANENTE,ESTAVEL,183.93,11394.69,0
MASCULINO,38,DF,ATIVO PERMANENTE,ESTAVEL,1398.20,17957.16,0
MASCULINO,38,DF,ATIVO PERMANENTE,ESTAVEL,545.59,13505.12,0
FEMININO,88,AM,APOSENTADO,ESTAVEL,129.63,5406.39,1
FEMININO,75,PE,APOSENTADO,ESTAVEL,4201.57,-2055.10,1
FEMININO,75,PE,APOSENTADO,NAO ESTAVEL,1973.83,-2466.12,1
FEMININO,75,PE,BENEFICIARIO PENSAO,ESTAVEL,3562.86,-661.08,1
FEMININO,75,PE,BENEFICIARIO PENSAO,NAO ESTAVEL,2475.78,-550.90,1
FEMININO,92,PE,APOSENTADO,ESTAVEL,76.22,2530.46,1
FEMININO,92,PE,APOSENTADO,ESTAVEL,66.28,2540.40,1
MASCULINO,39,RS,CELETISTA EMPREGADO,ESTAVEL,4868.76,576.28,1
MASCULINO,39,RS,CELETISTA EMPREGADO,ESTAVEL,9233.96,2036.16,1
MASCULINO,36,GO,ATIVO PERMANENTE,ESTAVEL,5332.37,-1145.64,1
FEMININO,72,SP,APOSENTADO,ESTAVEL,7925.89,-2754.48,1
FEMININO,37,DF,CELETISTA EMPREGADO,ESTAVEL,1045.38,418.16,1
FEMININO,52,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,1390.18,-564.00,1
MASCULINO,54,RJ,ATIVO PERMANENTE,ESTAVEL,2592.19,-5244.95,1
MASCULINO,47,MT,ATIVO PERMANENTE,ESTAVEL,3185.00,-1832.64,1
MASCULINO,28,RO,ATIVO PERMANENTE,ESTAVEL,2595.00,6388.23,0
FEMININO,67,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,1952.12,-8533.08,1
FEMININO,67,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,1952.12,-4368.60,1
FEMININO,38,TO,ATIVO PERMANENTE,ESTAVEL,2712.74,5315.40,0
FEMININO,53,RJ,ATIVO PERMANENTE,ESTAVEL,698.22,1785.37,0
FEMININO,87,PA,APOSENTADO,ESTAVEL,106.48,3194.49,1
MASCULINO,81,PA,APOSENTADO,ESTAVEL,470.52,2756.34,0
MASCULINO,81,PA,APOSENTADO,ESTAVEL,237.12,5549.15,0
MASCULINO,82,BA,APOSENTADO,ESTAVEL,916.20,20642.10,0
MASCULINO,82,BA,APOSENTADO,ESTAVEL,669.20,10882.05,0
FEMININO,42,SP,BENEFICIARIO PENSAO,NAO ESTAVEL,4683.51,31.40,1
FEMININO,42,SP,BENEFICIARIO PENSAO,NAO ESTAVEL,4683.51,8447.64,0
MASCULINO,86,CE,APOSENTADO,ESTAVEL,142.84,5707.44,1
FEMININO,38,MA,ATIVO PERMANENTE,ESTAVEL,1581.36,4267.32,0
FEMININO,85,PA,APOSENTADO,ESTAVEL,4086.30,4058.90,1
FEMININO,85,PA,APOSENTADO,ESTAVEL,1536.38,6226.23,1
FEMININO,82,RS,APOSENTADO,ESTAVEL,1104.81,4008.51,0
MASCULINO,36,MA,CELETISTA EMPREGADO,ESTAVEL,1748.76,230.60,1
MASCULINO,36,MA,CELETISTA EMPREGADO,ESTAVEL,392.13,451.65,1
FEMININO,31,AM,ATIVO PERMANENTE,ESTAVEL,954.24,1083.99,1
MASCULINO,46,MG,ATIVO PERMANENTE,ESTAVEL,6193.52,5004.66,1
FEMININO,51,DF,BENEFICIARIO PENSAO,NAO ESTAVEL,2597.76,-1110.06,1
FEMININO,51,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,3634.60,-2608.68,1
MASCULINO,38,RS,ATIVO PERMANENTE,ESTAVEL,2187.53,0.00,1
FEMININO,81,MG,APOSENTADO,ESTAVEL,36.00,3271.36,0
FEMININO,63,MG,BENEFICIARIO PENSAO,NAO ESTAVEL,517.84,-617.10,1
FEMININO,63,SP,BENEFICIARIO PENSAO,NAO ESTAVEL,1240.52,3205.66,0
FEMININO,83,PA,APOSENTADO,ESTAVEL,1868.39,12379.60,0
FEMININO,83,PA,APOSENTADO,ESTAVEL,1729.86,13558.88,0
MASCULINO,32,PA,ATIVO PERMANENTE,ESTAVEL,55.72,2342.57,0
FEMININO,81,BA,APOSENTADO,ESTAVEL,277.80,10875.39,0
FEMININO,53,RJ,ATIVO PERMANENTE,ESTAVEL,7416.29,0.00,1
FEMININO,82,SP,APOSENTADO,ESTAVEL,68.64,1859.73,0
FEMININO,92,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,132.14,3964.74,1
FEMININO,85,RJ,APOSENTADO,ESTAVEL,152.42,4532.77,1
FEMININO,39,RJ,ATIVO PERMANENTE,ESTAVEL,531.51,358.71,1
FEMININO,39,RJ,ATIVO PERMANENTE,ESTAVEL,3022.56,506.36,1
FEMININO,83,MG,APOSENTADO,ESTAVEL,3272.27,7358.22,0
FEMININO,31,RR,ATIVO PERMANENTE,ESTAVEL,2722.46,15725.45,0
FEMININO,40,PI,ATIVO PERMANENTE,ESTAVEL,907.08,1075.98,1
FEMININO,82,PR,APOSENTADO,ESTAVEL,306.31,3816.96,0
FEMININO,82,PR,APOSENTADO,ESTAVEL,110.22,3836.92,0
FEMININO,52,RJ,ATIVO PERMANENTE,ESTAVEL,8676.90,-14369.70,1
FEMININO,39,MA,ATIVO PERMANENTE,ESTAVEL,709.12,908.92,1
FEMININO,38,DF,BENEFICIARIO PENSAO,NAO ESTAVEL,1782.26,899.12,1
FEMININO,67,SP,APOSENTADO,ESTAVEL,137.09,1547.82,0
MASCULINO,81,RJ,APOSENTADO,ESTAVEL,6597.57,1749.35,1
MASCULINO,81,RJ,APOSENTADO,ESTAVEL,3112.28,2580.24,1
MASCULINO,81,RJ,APOSENTADO,ESTAVEL,3065.78,3584.24,1
MASCULINO,81,RJ,APOSENTADO,ESTAVEL,3815.31,7348.16,0
MASCULINO,85,PA,APOSENTADO,ESTAVEL,1640.13,6210.92,1
FEMININO,38,RS,ATIVO PERMANENTE,ESTAVEL,2976.77,-2977.80,1
FEMININO,38,RS,ATIVO PERMANENTE,ESTAVEL,790.50,7513.25,0
MASCULINO,38,GO,ATIVO PERMANENTE,ESTAVEL,8675.33,-4880.24,1
MASCULINO,38,GO,NAO INFORMADO,ESTAVEL,4154.63,0.00,1
FEMININO,51,RJ,CEDIDO SUS LEI 8270,ESTAVEL,2926.78,1941.90,1
MASCULINO,79,PA,APOSENTADO,ESTAVEL,266.70,8001.15,0
MASCULINO,57,RJ,CEDIDO SUS LEI 8270,ESTAVEL,1592.60,41.03,1
MASCULINO,56,RJ,ATIVO PERMANENTE,ESTAVEL,762.24,5698.50,0
FEMININO,83,PE,APOSENTADO,ESTAVEL,61.72,2844.84,0
MASCULINO,82,SP,APOSENTADO,ESTAVEL,6049.46,2592.48,1
MASCULINO,82,SP,APOSENTADO,ESTAVEL,11058.86,4190.34,1
MASCULINO,82,SP,APOSENTADO,ESTAVEL,17477.64,19410.00,1
MASCULINO,84,DF,APOSENTADO,ESTAVEL,3052.05,2973.16,1
MASCULINO,84,DF,APOSENTADO,ESTAVEL,3405.82,6141.24,0
MASCULINO,40,RS,ATIVO PERMANENTE,ESTAVEL,3928.02,-783.00,1
FEMININO,61,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,9160.36,0.00,1
MASCULINO,50,RJ,CEDIDO SUS LEI 8270,ESTAVEL,4890.00,10.89,1
FEMININO,39,GO,ATIVO PERMANENTE,ESTAVEL,710.78,2303.76,0
FEMININO,39,GO,ATIVO PERMANENTE,ESTAVEL,555.03,1592.02,0
MASCULINO,82,PA,APOSENTADO,ESTAVEL,2790.76,14122.52,0
MASCULINO,82,PA,APOSENTADO,ESTAVEL,1494.47,10616.28,0
MASCULINO,82,PA,BENEFICIARIO PENSAO,ESTAVEL,1524.50,19919.92,0
MASCULINO,82,PA,BENEFICIARIO PENSAO,ESTAVEL,1516.97,19922.40,0
FEMININO,96,PA,APOSENTADO,ESTAVEL,137.09,-19.47,1
FEMININO,32,PA,ATIVO PERMANENTE,ESTAVEL,1159.12,811.96,1
FEMININO,32,PA,ATIVO PERMANENTE,ESTAVEL,1124.13,846.95,1
FEMININO,40,RS,ATIVO PERMANENTE,ESTAVEL,864.95,-129.84,1
FEMININO,40,RS,ATIVO PERMANENTE,ESTAVEL,295.09,5.03,1
FEMININO,64,SP,APOSENTADO,ESTAVEL,1670.80,3997.40,0
FEMININO,45,MG,ATIVO PERMANENTE,ESTAVEL,1322.52,51.12,1
FEMININO,45,MG,ATIVO PERMANENTE,ESTAVEL,1322.52,54.76,1
FEMININO,38,MA,ATIVO PERMANENTE,ESTAVEL,331.82,9955.14,0
FEMININO,79,MG,APOSENTADO,ESTAVEL,54.00,13245.87,0
FEMININO,86,PA,APOSENTADO,ESTAVEL,606.64,4636.75,1
FEMININO,86,PA,APOSENTADO,ESTAVEL,71.72,5760.55,1
FEMININO,38,RS,CELETISTA EMPREGADO,ESTAVEL,1097.10,397.02,1
FEMININO,38,RS,CELETISTA EMPREGADO,ESTAVEL,752.00,909.96,1
MASCULINO,50,RJ,ATIVO PERMANENTE,ESTAVEL,290.48,1057.62,0
MASCULINO,50,RJ,ATIVO PERMANENTE,ESTAVEL,131.84,379.34,0
FEMININO,72,SP,APOSENTADO,ESTAVEL,3039.86,-1385.40,1
MASCULINO,54,DF,APOSENTADO,ESTAVEL,1182.34,13595.30,0
FEMININO,52,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,1005.60,10.64,1
FEMININO,53,RJ,APOSENTADO,ESTAVEL,42.08,4863.62,0
FEMININO,76,MG,BENEFICIARIO PENSAO,NAO ESTAVEL,1931.42,1905.76,1
FEMININO,86,RJ,APOSENTADO,ESTAVEL,2176.88,3741.12,1
FEMININO,94,PA,APOSENTADO,ESTAVEL,369.41,27320.72,1
FEMININO,38,RS,ATIVO PERMANENTE,ESTAVEL,1319.56,4647.60,0
MASCULINO,39,RS,CELETISTA EMPREGADO,ESTAVEL,2159.56,495.20,1
MASCULINO,39,RS,CELETISTA EMPREGADO,ESTAVEL,1596.96,2189.97,0
MASCULINO,88,PA,APOSENTADO,ESTAVEL,55.89,1784.58,1
MASCULINO,88,PA,BENEFICIARIO PENSAO,ESTAVEL,48.60,1706.73,1
MASCULINO,88,PA,BENEFICIARIO PENSAO,ESTAVEL,55.89,3280.10,1
FEMININO,32,PA,ATIVO PERMANENTE,ESTAVEL,717.29,1937.88,0
FEMININO,32,PA,ATIVO PERMANENTE,ESTAVEL,596.83,2650.47,0
FEMININO,65,SP,APOSENTADO,ESTAVEL,5834.12,26445.25,0
FEMININO,65,SP,APOSENTADO,ESTAVEL,3156.72,15921.15,0
FEMININO,50,TO,ATIVO PERMANENTE,ESTAVEL,1006.59,429.59,1
FEMININO,50,TO,ATIVO PERMANENTE,ESTAVEL,1284.50,1414.44,1
MASCULINO,73,RN,APOSENTADO,ESTAVEL,75.92,4808.96,0
MASCULINO,80,GO,APOSENTADO,ESTAVEL,571.40,-6065.85,1
MASCULINO,80,GO,APOSENTADO,ESTAVEL,204.35,32435.40,0
MASCULINO,41,BA,ATIVO PERMANENTE,ESTAVEL,3197.46,-441.99,1
MASCULINO,43,MA,ATIVO PERMANENTE,ESTAVEL,3477.96,7062.48,0
MASCULINO,41,PI,ATIVO PERMANENTE,ESTAVEL,15068.03,3364.68,1
FEMININO,83,SP,APOSENTADO,ESTAVEL,154.44,4125.18,0
FEMININO,57,RJ,ATIVO PERMANENTE,ESTAVEL,1627.97,-9339.97,1
